ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag
CHEMBL2366045,DNA,,NUCLEIC-ACID,Trichomonas,,,5721,TRUE
CHEMBL4460,Serine racemase,Q9GZT4,SINGLE PROTEIN,Homo sapiens,178,249,9606,FALSE
CHEMBL4879402,Infectious hematopoietic necrosis virus,,ORGANISM,Infectious hematopoietic necrosis virus,4,26,11290,FALSE
CHEMBL5987,ADP-ribosylation factor 6,P62330,SINGLE PROTEIN,Homo sapiens,41,41,9606,FALSE
CHEMBL5981,Hepatitis GB virus B NS5B RNA-dependent RNA polymerase,Q69422,SINGLE PROTEIN,Hepatitis GB virus B,1,1,39113,FALSE
CHEMBL4041,Glutamate receptor ionotropic kainate 5,Q63273,SINGLE PROTEIN,Rattus norvegicus,17,17,10116,FALSE
CHEMBL4523584,Lymphocyte antigen 6E,Q16553,SINGLE PROTEIN,Homo sapiens,,,9606,FALSE
CHEMBL612697,Streptococcus equi subsp. zooepidemicus,,ORGANISM,Streptococcus equi subsp. zooepidemicus,8,8,40041,FALSE
CHEMBL5922,Multifunctional protein ADE2,P22234,SINGLE PROTEIN,Homo sapiens,310,310,9606,FALSE
CHEMBL5410,C-C chemokine receptor type 4,P51680,SINGLE PROTEIN,Mus musculus,47,52,10090,FALSE
CHEMBL4437,PI3-kinase p85-beta subunit,O00459,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL2363050,Glutamate-gated chloride channel,P91730,SINGLE PROTEIN,Strongyloides stercoralis,,,6248,FALSE
CHEMBL3988630,Cytochrome P450 11B,P30099|P15393,PROTEIN FAMILY,Rattus norvegicus,409,409,10116,FALSE
CHEMBL4879538,Cereblon/Tumour suppressor p53/oncoprotein Mdm2,P04637|Q00987|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,29,52,9606,FALSE
CHEMBL1293304,Cytoplasmic zinc-finger protein,G5EF15,SINGLE PROTEIN,Caenorhabditis elegans,1689,1690,6239,FALSE
CHEMBL3616361,CCR4-NOT transcription complex subunit 7,Q9UIV1,SINGLE PROTEIN,Homo sapiens,32,32,9606,FALSE
CHEMBL3588739,Histone-lysine N-methyltransferase ASH1L,Q9NR48,SINGLE PROTEIN,Homo sapiens,469,485,9606,FALSE
CHEMBL4879448,Coxsackievirus and adenovirus receptor,P78310,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL3988062,Sphingosine 1-phosphate,,LIPID,Homo sapiens,,,9606,FALSE
CHEMBL4742322,Cereblon/SIRT3,Q9NTG7|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,2,6,9606,FALSE
CHEMBL2367275,Fusarium oxysporum f. sp. cyclaminis,,ORGANISM,Fusarium oxysporum f. sp. cyclaminis,1,5,178565,FALSE
CHEMBL2366939,Conyza bonariensis,,ORGANISM,Conyza bonariensis,1,5,91242,FALSE
CHEMBL5169266,BCL2/BAD,Q92934|P10415,PROTEIN-PROTEIN INTERACTION,Homo sapiens,1,1,9606,FALSE
CHEMBL3713449,Interleukin-20,Q9NYY1,SINGLE PROTEIN,Homo sapiens,,,9606,FALSE
CHEMBL3351220,Ribosomal protein S6 kinase alpha-2,Q9WUT3,SINGLE PROTEIN,Mus musculus,27,27,10090,FALSE
CHEMBL612439,Prescottella equi,,ORGANISM,Prescottella equi,38,132,43767,FALSE
CHEMBL612620,Aeromonas sp.,,ORGANISM,Aeromonas sp.,13,29,647,TRUE
CHEMBL3627580,Protein kinase C-binding protein 1,Q9ULU4,SINGLE PROTEIN,Homo sapiens,8,8,9606,FALSE
CHEMBL3751656,Prohibitin,P67778,SINGLE PROTEIN,Mus musculus,2,2,10090,FALSE
CHEMBL5767,PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE),P96878,SINGLE PROTEIN,Mycobacterium tuberculosis,101,107,1773,FALSE
CHEMBL3885670,Beta-lactamase bla(BEL1),Q3SAW3,SINGLE PROTEIN,Pseudomonas aeruginosa,14,36,287,FALSE
CHEMBL2988,Cholesterol esterase,P30122,SINGLE PROTEIN,Bos taurus,43,67,9913,FALSE
CHEMBL4804255,FGFR4-KLB,P22455|Q86Z14,PROTEIN COMPLEX,Homo sapiens,,,9606,FALSE
CHEMBL2095163,Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 2,P37231|Q15596,PROTEIN-PROTEIN INTERACTION,Homo sapiens,749,749,9606,FALSE
CHEMBL1615388,SUMO-activating enzyme subunit 1,Q9UBE0,SINGLE PROTEIN,Homo sapiens,48,97,9606,FALSE
CHEMBL3988546,ABC transporter GrfA,,UNKNOWN,Staphylococcus aureus,,,1280,FALSE
CHEMBL5303569,GABA-A receptor; anion channel,A0A8I3MM39|A0A8I3RPG5|A0A8C0NGN4|A0A8I3NUI4|A0A8I3MY70|A0A8C0Q305|A0A8I3P6Y4|A0A8I3S9L5|A0A8I3N1H4|A0A8I3P3X2|A0A8C0N7E7|A0A8I3MZR1|A0A8I3S5D0|A0A8P0PFJ8|A0A8I3PC22|A0A8C0Q209,PROTEIN COMPLEX GROUP,Canis lupus familiaris,,,9615,FALSE
CHEMBL5433,Tryptophan 5-hydroxylase 2,Q8IWU9,SINGLE PROTEIN,Homo sapiens,114,116,9606,FALSE
CHEMBL1697667,AP-2 complex subunit sigma,P62744,SINGLE PROTEIN,Rattus norvegicus,10,10,10116,FALSE
CHEMBL2924,Acetyl-coenzyme A synthetase,Q9QXG4,SINGLE PROTEIN,Mus musculus,1,5,10090,FALSE
CHEMBL1795118,Histone-lysine N-methyltransferase SUV39H1,O43463,SINGLE PROTEIN,Homo sapiens,100,117,9606,FALSE
CHEMBL3562167,Probable G-protein coupled receptor 174,Q9BXC1,SINGLE PROTEIN,Homo sapiens,112,370,9606,FALSE
CHEMBL4295968,Sensor protein kinase WalK,Q9RDT3,SINGLE PROTEIN,Staphylococcus aureus,11,11,1280,FALSE
CHEMBL4295665,Long-chain-fatty-acid--AMP ligase FadD32,O53580,SINGLE PROTEIN,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),35,36,83332,FALSE
CHEMBL4630893,"Dihydroorotate dehydrogenase (quinone), mitochondrial",A0A0J5PZ55,SINGLE PROTEIN,Aspergillus fumigatus,,,746128,FALSE
CHEMBL1743296,Sulfotransferase 1C4,O75897,SINGLE PROTEIN,Homo sapiens,8,8,9606,FALSE
CHEMBL5710,Phospholipase A2,P00593,SINGLE PROTEIN,Bos taurus,3,3,9913,FALSE
CHEMBL5465206,Cereblon/Carbonic anhydrase II,P00918|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,3,19,9606,FALSE
CHEMBL2367260,Phyllotreta striolata,,ORGANISM,Phyllotreta striolata,2,2,444603,FALSE
CHEMBL3632456,Protein Gpr142,F1LWD8,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL5303324,Acyltransferase 3 domain-containing protein,B6W2J3,SINGLE PROTEIN,Phocaeicola dorei,20,20,357276,FALSE
CHEMBL2285354,"1-deoxy-D-xylulose 5-phosphate reductoisomerase, chloroplastic",Q9XFS9,SINGLE PROTEIN,Arabidopsis thaliana,3,3,3702,FALSE
CHEMBL4105837,Histone-lysine N-methyltransferase SETD1B,Q9UPS6,SINGLE PROTEIN,Homo sapiens,7,8,9606,FALSE
CHEMBL5303319,SGNH hydrolase-type esterase domain-containing protein,B6W293,SINGLE PROTEIN,Phocaeicola dorei,20,33,357276,FALSE
CHEMBL5465244,VHL/Tyrosine-protein kinase receptor UFO,P30530|P40337,PROTEIN-PROTEIN INTERACTION,Homo sapiens,6,6,9606,FALSE
CHEMBL4296609,Usutu virus,,ORGANISM,Usutu virus,22,50,64286,FALSE
CHEMBL5465342,Glomulin,Q92990,SINGLE PROTEIN,Homo sapiens,53,53,9606,FALSE
CHEMBL4739707,Zinc finger protein Aiolos,Q9UKT9,SINGLE PROTEIN,Homo sapiens,81,151,9606,FALSE
CHEMBL5169167,Lysocardiolipin acyltransferase 1,Q6UWP7,SINGLE PROTEIN,Homo sapiens,5,5,9606,FALSE
CHEMBL5169098,5-hydroxytryptamine receptor 1B,O08892,SINGLE PROTEIN,Cavia porcellus,1,2,10141,FALSE
CHEMBL3399913,Collagen type IV alpha-3-binding protein,Q9Y5P4,SINGLE PROTEIN,Homo sapiens,15,18,9606,FALSE
CHEMBL3309102,Probable G-protein coupled receptor 135,Q8IZ08,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL5465220,Cereblon/Mixed lineage kinase domain-like protein,Q8NB16|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,15,42,9606,FALSE
CHEMBL3430761,Inactive serine/threonine-protein kinase VRK3,Q8IV63,SINGLE PROTEIN,Homo sapiens,156,156,9606,FALSE
CHEMBL4295757,"Stress-70 protein, mitochondrial",P38646,SINGLE PROTEIN,Homo sapiens,55,76,9606,FALSE
CHEMBL4105962,Conserved oligomeric Golgi complex subunit 6,Q9Y2V7,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL4680033,Terminal nucleotidyltransferase 4A,Q5XG87,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL4295660,P2Y purinoceptor 14,O35881,SINGLE PROTEIN,Rattus norvegicus,2,2,10116,FALSE
CHEMBL4257,Voltage-gated T-type calcium channel alpha-1G subunit,O54898,SINGLE PROTEIN,Rattus norvegicus,1,1,10116,FALSE
CHEMBL4630746,VHL/Histone deacetylase 4,P56524|P40337,PROTEIN-PROTEIN INTERACTION,Homo sapiens,9,28,9606,FALSE
CHEMBL4630738,VHL/Histone deacetylase 7,Q8WUI4|P40337,PROTEIN-PROTEIN INTERACTION,Homo sapiens,3,3,9606,FALSE
CHEMBL5169092,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",A0A0G2K344,SINGLE PROTEIN,Rattus norvegicus,37,37,10116,FALSE
CHEMBL1795113,Mannose-binding protein C,P11226,SINGLE PROTEIN,Homo sapiens,8,9,9606,FALSE
CHEMBL4105713,ADP-sugar pyrophosphatase,Q9UKK9,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4289,Interleukin-6 receptor alpha chain,P22273,SINGLE PROTEIN,Rattus norvegicus,2,2,10116,FALSE
CHEMBL2146339,Toll-like receptor 8,P58682,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL5465289,Metalloproteinase inhibitor 3,P35625,SINGLE PROTEIN,Homo sapiens,8,8,9606,FALSE
CHEMBL4296306,Heat-shock protein,Q25869,SINGLE PROTEIN,Plasmodium falciparum,3,3,5833,FALSE
CHEMBL5465355,V-type immunoglobulin domain-containing suppressor of T-cell activation,Q9D659,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL5465221,Cereblon/CREB-binding protein,Q92793|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,14,30,9606,FALSE
CHEMBL3832954,Histone acetyltransferase ESA1,Q08649,SINGLE PROTEIN,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1,2,559292,FALSE
CHEMBL2366653,Geranium molle,,ORGANISM,Geranium molle,1,2,581251,FALSE
CHEMBL3217381,1-deoxy-D-xylulose-5-phosphate synthase,P77488,SINGLE PROTEIN,Escherichia coli (strain K12),6,6,83333,FALSE
CHEMBL3987581,Spermidine synthase,Q4CXJ6,SINGLE PROTEIN,Trypanosoma cruzi (strain CL Brener),2,4,353153,FALSE
CHEMBL2366651,Achillea millefolium,,ORGANISM,Achillea millefolium,1,2,13329,FALSE
CHEMBL2367105,Cercospora canescens,,ORGANISM,Cercospora canescens,2,2,132095,FALSE
CHEMBL4295623,Exoenzyme S,Q93SQ1,SINGLE PROTEIN,Pseudomonas aeruginosa,50,87,287,FALSE
CHEMBL3301386,CDK6/cyclin D2,Q00534|P30279,PROTEIN COMPLEX,Homo sapiens,4,6,9606,FALSE
CHEMBL4105953,Liver carboxylesterase 1,Q8VCC2,SINGLE PROTEIN,Mus musculus,7,7,10090,FALSE
CHEMBL5291659,Vibrio rotiferianus,,ORGANISM,Vibrio rotiferianus,6,6,190895,FALSE
CHEMBL5169078,VHL/KDM1A/HDAC1/RCOR1,Q13547|O60341|P40337|Q9UKL0,PROTEIN-PROTEIN INTERACTION,Homo sapiens,1,1,9606,FALSE
CHEMBL5465391,ALK-TPM1,Q9UM73|P09493,CHIMERIC PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL5465346,E3 ubiquitin-protein ligase RNF5,Q99942,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL2366482,Obtusifoliol 14-alpha demethylase,P93846,SINGLE PROTEIN,Sorghum bicolor,4,4,4558,FALSE
CHEMBL2367081,Alisma canaliculatum,,ORGANISM,Alisma canaliculatum,1,2,120010,FALSE
CHEMBL2366423,Glutamine synthetase,C5IW59,SINGLE PROTEIN,Lolium perenne,1,3,4522,FALSE
CHEMBL2367166,Agrotis ipsilon,,ORGANISM,Agrotis ipsilon,2,2,56364,FALSE
CHEMBL2285351,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, chloroplastic",Q9CAK8,SINGLE PROTEIN,Arabidopsis thaliana,1,1,3702,FALSE
CHEMBL2367430,Haemolymph,,TISSUE,Chilo suppressalis,1,2,168631,FALSE
CHEMBL2367252,Orius strigicollis,,ORGANISM,Orius strigicollis,1,1,82748,FALSE
CHEMBL2367261,Homona magnanima,,ORGANISM,Homona magnanima,1,1,410822,FALSE
CHEMBL3707463,NAD kinase,Q5HH78,SINGLE PROTEIN,Staphylococcus aureus (strain COL),12,13,93062,FALSE
CHEMBL5169139,Heat shock cognate 71 kDa protein,P63017,SINGLE PROTEIN,Mus musculus,1,2,10090,FALSE
CHEMBL4295789,Tropomyosin alpha-4 chain,P67936,SINGLE PROTEIN,Homo sapiens,2,3,9606,FALSE
CHEMBL4295939,182 kDa tankyrase-1-binding protein,Q9C0C2,SINGLE PROTEIN,Homo sapiens,4,4,9606,FALSE
CHEMBL4295796,Vigilin,Q00341,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3285,Alcohol dehydrogenase gamma chain,P00326,SINGLE PROTEIN,Homo sapiens,23,23,9606,FALSE
CHEMBL4105832,Eukaryotic initiation factor 4A-III,P38919,SINGLE PROTEIN,Homo sapiens,80,131,9606,FALSE
CHEMBL613171,Verticillium albo-atrum,,ORGANISM,Verticillium albo-atrum,9,12,27335,FALSE
CHEMBL2189124,Arylsulfatase G,Q96EG1,SINGLE PROTEIN,Homo sapiens,1,2,9606,FALSE
CHEMBL3563,Cruzipain,P25779,SINGLE PROTEIN,Trypanosoma cruzi,30245,33376,5693,FALSE
CHEMBL612454,Thanatephorus cucumeris,,ORGANISM,Thanatephorus cucumeris,365,609,107832,FALSE
CHEMBL3428,Ghrelin receptor,Q99P50,SINGLE PROTEIN,Mus musculus,2,2,10090,FALSE
CHEMBL4295622,Polyprotein P1234,Q8JUX6,SINGLE PROTEIN,Chikungunya virus (strain S27-African prototype) (CHIKV),2,2,371094,FALSE
CHEMBL4295561,Putative casein kinase I,O96999,SINGLE PROTEIN,Leishmania major,1,1,5664,FALSE
CHEMBL4105726,Zinc finger and BTB domain-containing protein 16,Q05516,SINGLE PROTEIN,Homo sapiens,20,20,9606,FALSE
CHEMBL4630678,Tetraselmis helgolandica,,ORGANISM,Tetraselmis helgolandica,2,2,1445872,FALSE
CHEMBL3407327,"Pantothenate kinase 2, mitochondrial",Q9BZ23,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3217402,Rhombotin-2,P25791,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3813590,Segment polarity protein dishevelled homolog DVL-1,P51141,SINGLE PROTEIN,Mus musculus,1,1,10090,FALSE
CHEMBL2616,"Acetyl-CoA acetyltransferase, mitochondrial",P24752,SINGLE PROTEIN,Homo sapiens,18,22,9606,FALSE
CHEMBL4523177,UDP-glucose 6-dehydrogenase,P0C0F4,SINGLE PROTEIN,Streptococcus pyogenes,2,4,1314,FALSE
CHEMBL4523269,Chemokine-like receptor 1,P97468,SINGLE PROTEIN,Mus musculus,9,9,10090,FALSE
CHEMBL4296281,Microtubule-associated protein tau,P10637,SINGLE PROTEIN,Mus musculus,3,3,10090,FALSE
CHEMBL613340,Ceratobasidium cereale,,ORGANISM,Ceratobasidium cereale,88,139,76351,FALSE
CHEMBL4739674,"Myosin light chain kinase 2, skeletal/cardiac muscle",P07313,SINGLE PROTEIN,Oryctolagus cuniculus,5,5,9986,FALSE
CHEMBL614441,Klebsiella oxytoca,,ORGANISM,Klebsiella oxytoca,550,941,571,FALSE
CHEMBL3204,Plasminogen,Q01177,SINGLE PROTEIN,Rattus norvegicus,123,125,10116,FALSE
CHEMBL1075251,Geranylgeranyl pyrophosphate synthase,Q12051,SINGLE PROTEIN,Saccharomyces cerevisiae S288c,9,17,559292,FALSE
CHEMBL613953,Corynebacterium bovis,,ORGANISM,Corynebacterium bovis,12,12,36808,FALSE
CHEMBL2146308,Protein disulfide-isomerase A6,Q15084,SINGLE PROTEIN,Homo sapiens,19,26,9606,FALSE
CHEMBL4472,Trypsin II,Q29463,SINGLE PROTEIN,Bos taurus,213,226,9913,FALSE
CHEMBL2176840,Trypanothione reductase,P39050,SINGLE PROTEIN,Leishmania donovani,22,73,5661,FALSE
CHEMBL2424500,Transcriptional regulator MvfR,A0A072ZLE6,SINGLE PROTEIN,Pseudomonas aeruginosa PA14,62,155,652611,FALSE
CHEMBL2396511,Dual specificity protein phosphatase 10,Q9Y6W6,SINGLE PROTEIN,Homo sapiens,33,55,9606,FALSE
CHEMBL6015,Neuraminidase,P03471,SINGLE PROTEIN,Influenza A virus (A/Memphis/1/1971(H3N2)),171,217,383586,FALSE
CHEMBL6076,Adenosylhomocysteinase,P50250,SINGLE PROTEIN,Plasmodium falciparum 3D7,12,17,36329,FALSE
CHEMBL5821,"Tetracycline resistance protein, class B",P02980,SINGLE PROTEIN,Escherichia coli,1,4,562,FALSE
CHEMBL5965,Aquaporin-4,P55088,SINGLE PROTEIN,Mus musculus,8,24,10090,FALSE
CHEMBL5820,Concanavalin-A,P02866,SINGLE PROTEIN,Canavalia ensiformis,12,12,3823,FALSE
CHEMBL1075026,Streptavidin,P22629,SINGLE PROTEIN,Streptomyces avidinii,18,24,1895,FALSE
CHEMBL4742252,Cereblon/Agrin,Q96SW2|O00468,PROTEIN-PROTEIN INTERACTION,Homo sapiens,1,1,9606,FALSE
CHEMBL5915,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",P33908,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL612726,Echinochloa frumentacea,,ORGANISM,Echinochloa frumentacea,52,115,158098,FALSE
CHEMBL613266,Pseudomonas savastanoi pv. savastanoi,,ORGANISM,Pseudomonas savastanoi pv. savastanoi,9,9,360920,FALSE
CHEMBL3097983,Proline racemase,Q9L4Q3,SINGLE PROTEIN,Clostridium sticklandii,3,7,1511,FALSE
CHEMBL615032,Corynebacterium simulans,,ORGANISM,Corynebacterium simulans,5,13,146827,FALSE
CHEMBL2176852,"Thymidylate kinase, putative",Q8I4S1,SINGLE PROTEIN,Plasmodium falciparum (isolate 3D7),44,44,36329,FALSE
CHEMBL2176864,Macrophage migration inhibitory factor homologue,Q8I5C5,SINGLE PROTEIN,Plasmodium falciparum (isolate 3D7),53,53,36329,FALSE
CHEMBL5459,Voltage-gated T-type calcium channel alpha-1I subunit,Q9Z0Y8,SINGLE PROTEIN,Rattus norvegicus,2,2,10116,FALSE
CHEMBL2259246,Superoxide dismutase [Cu-Zn],D2Y1A6,SINGLE PROTEIN,Allium sativum,3,9,4682,FALSE
CHEMBL2366406,PDE7B protein,A6QP37,SINGLE PROTEIN,Bos taurus,27,54,9913,FALSE
CHEMBL2366815,Persicaria hydropiper,,ORGANISM,Persicaria hydropiper,19,38,46901,FALSE
CHEMBL5151,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha",Q28263,SINGLE PROTEIN,Canis lupus familiaris,5,5,9615,FALSE
CHEMBL612532,Salmonella enterica subsp. enterica serovar Typhi str. CT18,,ORGANISM,Salmonella enterica subsp. enterica serovar Typhi str. CT18,85,145,220341,FALSE
CHEMBL613196,Hanseniaspora uvarum,,ORGANISM,Hanseniaspora uvarum,25,28,29833,FALSE
CHEMBL613812,Ascobolus,,ORGANISM,Ascobolus,19,20,5190,TRUE
CHEMBL2366830,Brassica rapa subsp. chinensis,,ORGANISM,Brassica rapa subsp. chinensis,91,182,93385,FALSE
CHEMBL2366645,Colletotrichum orbiculare,,ORGANISM,Colletotrichum orbiculare,81,93,5465,FALSE
CHEMBL2367060,Sagittaria latifolia,,ORGANISM,Sagittaria latifolia,22,66,15008,FALSE
CHEMBL2366873,Schoenoplectus acutus,,ORGANISM,Schoenoplectus acutus,22,66,140885,FALSE
CHEMBL2366450,"Casein kinase 1, delta tv1",M3VH47,SINGLE PROTEIN,Sus scrofa,43,43,9823,FALSE
CHEMBL2367299,Colletotrichum falcatum,,ORGANISM,Colletotrichum falcatum,49,178,129314,FALSE
CHEMBL2366998,Xanthomonas phaseoli pv. phaseoli,,ORGANISM,Xanthomonas phaseoli pv. phaseoli,52,52,317013,FALSE
CHEMBL2367217,Zeuzera pyrina,,ORGANISM,Zeuzera pyrina,2,10,1101072,FALSE
CHEMBL615071,Zygosaccharomyces,,ORGANISM,Zygosaccharomyces,2,4,4953,TRUE
CHEMBL2366426,Voltage-gated sodium channel Nav1 alpha subunit,D0E0C1,SINGLE PROTEIN,Periplaneta americana,4,5,6978,FALSE
CHEMBL2366446,Acetylcholinesterase,K4JQ36,SINGLE PROTEIN,Laodelphax striatella,4,20,195883,FALSE
CHEMBL2367219,Poria,,ORGANISM,Poria,14,18,81051,TRUE
CHEMBL3696,Alpha-galactosidase,P06720,SINGLE PROTEIN,Escherichia coli K-12,10,10,83333,FALSE
CHEMBL2366472,15-cis-phytoene desaturase,P26294,SINGLE PROTEIN,Synechococcus elongatus (strain PCC 7942) (Anacystis nidulans R2),55,62,1140,FALSE
CHEMBL2366782,Solanum melongena,,ORGANISM,Solanum melongena,5,11,4111,FALSE
CHEMBL2367274,Lolium multiflorum,,ORGANISM,Lolium multiflorum,47,260,4521,FALSE
CHEMBL2366975,Aspergillus awamori,,ORGANISM,Aspergillus awamori,39,40,105351,FALSE
CHEMBL2367233,Cucumis melo,,ORGANISM,Cucumis melo,2,2,3656,FALSE
CHEMBL2367221,Secale cereale,,ORGANISM,Secale cereale,2,77,4550,FALSE
CHEMBL2366479,"Protoporphyrinogen oxidase 1, chloroplastic",P55826,SINGLE PROTEIN,Arabidopsis thaliana,10,10,3702,FALSE
CHEMBL2366869,[Sclerotium] delphinii,,ORGANISM,[Sclerotium] delphinii,24,24,180424,FALSE
CHEMBL2268004,"Zeta-carotene desaturase, chloroplastic/chromoplastic",Q9SMJ3,SINGLE PROTEIN,Capsicum annuum,45,45,4072,FALSE
CHEMBL2366770,Dermatophagoides farinae,,ORGANISM,Dermatophagoides farinae,17,123,6954,FALSE
CHEMBL2367307,Ammi majus,,ORGANISM,Ammi majus,1,5,48026,FALSE
CHEMBL2366769,Veronica persica,,ORGANISM,Veronica persica,27,64,138560,FALSE
CHEMBL2366852,Berkeleyomyces basicola,,ORGANISM,Berkeleyomyces basicola,4,8,124036,FALSE
CHEMBL2367205,Cercospora kikuchii,,ORGANISM,Cercospora kikuchii,2,3,84275,FALSE
CHEMBL2367206,Globisporangium ultimum var. sporangiiferum,,ORGANISM,Globisporangium ultimum var. sporangiiferum,1,2,115421,FALSE
CHEMBL4105968,Uncharacterized protein,K4CF70,SINGLE PROTEIN,Solanum lycopersicum,13,14,4081,FALSE
CHEMBL2367027,Cryptolestes ferrugineus,,ORGANISM,Cryptolestes ferrugineus,2,76,58000,FALSE
CHEMBL2366712,Myosoton aquaticum,,ORGANISM,Myosoton aquaticum,4,4,228244,FALSE
CHEMBL2366455,"Protoporphyrinogen oxidase, chloroplastic",O24163,SINGLE PROTEIN,Nicotiana tabacum,30,33,4097,FALSE
CHEMBL2366897,Alopecurus,,ORGANISM,Alopecurus,17,17,15303,TRUE
CHEMBL2366913,Digitaria,,ORGANISM,Digitaria,77,171,66017,TRUE
CHEMBL2367347,Phytophthora palmivora,,ORGANISM,Phytophthora palmivora,2,4,4796,FALSE
CHEMBL2366863,Bactrocera oleae,,ORGANISM,Bactrocera oleae,9,43,104688,FALSE
CHEMBL2367247,Phaseolus lunatus,,ORGANISM,Phaseolus lunatus,2,24,3884,FALSE
CHEMBL2150841,DNA topoisomerase 4 subunit B,P0C1S7,SINGLE PROTEIN,Staphylococcus aureus,14,15,1280,FALSE
CHEMBL613335,[Candida] inconspicua,,ORGANISM,[Candida] inconspicua,14,31,52247,FALSE
CHEMBL1741265,"Dihydropteroate synthetase, putative",A0A113T0T6,SINGLE PROTEIN,Plasmodium berghei str. ANKA,15,15,5823,FALSE
CHEMBL3885668,Beta-lactamase,D2SSQ3,SINGLE PROTEIN,Pseudomonas aeruginosa,14,36,287,FALSE
CHEMBL4715,Phospholipase A2 group 1B,P00592,SINGLE PROTEIN,Sus scrofa,171,227,9823,FALSE
CHEMBL4630898,Beta-lactam antibiotics,,SMALL MOLECULE,,,,,FALSE
CHEMBL2096,MHC class II,Q6MGC4,SINGLE PROTEIN,Rattus norvegicus,34,36,10116,FALSE
CHEMBL1287629,AmpC,Q84AD8,SINGLE PROTEIN,Klebsiella pneumoniae,2,4,573,FALSE
CHEMBL4295876,Falcilysin,Q76NL8,SINGLE PROTEIN,Plasmodium falciparum (isolate 3D7),47,48,36329,FALSE
CHEMBL1075193,Metacaspase,Q8T8E7,SINGLE PROTEIN,Trypanosoma brucei,19,19,5691,FALSE
CHEMBL5169088,CRBN/MAP4K1,Q92918|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,2,6,9606,FALSE
CHEMBL4295953,Snake venom metalloproteinase neuwiedase,Q9I9R4,SINGLE PROTEIN,Bothrops pauloensis,15,15,1042543,FALSE
CHEMBL4295591,Uric acid-xanthine permease,Q07307,SINGLE PROTEIN,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL194 / M139) (Aspergillus nidulans),20,20,227321,FALSE
CHEMBL2016432,Serine/threonine-protein kinase pknF,P9WI75,SINGLE PROTEIN,Mycobacterium tuberculosis,36,36,1773,FALSE
CHEMBL5303552,Beta-nerve growth factor,A0A337SBN0,SINGLE PROTEIN,Felis catus,,,9685,FALSE
CHEMBL2367225,Scopulariopsis,,ORGANISM,Scopulariopsis,18,18,40374,TRUE
CHEMBL3040,CDC45-related protein,O75419,SINGLE PROTEIN,Homo sapiens,5,5,9606,FALSE
CHEMBL2367292,Pomacea canaliculata,,ORGANISM,Pomacea canaliculata,4,20,400727,FALSE
CHEMBL2366633,Urochloa platyphylla,,ORGANISM,Urochloa platyphylla,3,12,200625,FALSE
CHEMBL3885539,Casein kinase I isoform alpha/subunit beta,P67870|P48729,PROTEIN COMPLEX,Homo sapiens,18,18,9606,FALSE
CHEMBL1851,Cytochrome P450 7A1,P22680,SINGLE PROTEIN,Homo sapiens,7,7,9606,FALSE
CHEMBL4295736,Peptidyl-prolyl cis-trans isomerase FKBP1A,P26883,SINGLE PROTEIN,Mus musculus,19,19,10090,FALSE
CHEMBL4667,Group III secretory phopholipase A2,Q9NZ20,SINGLE PROTEIN,Homo sapiens,22,31,9606,FALSE
CHEMBL614962,Paraclostridium bifermentans,,ORGANISM,Paraclostridium bifermentans,20,60,1490,FALSE
